Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;04/02/2016 14:10;04/02/2016 15:21;01:10:54
SRVMV-SOCIAL001;IODAS-Usager;XP18625;04/02/2016 14:09;04/02/2016 14:57;00:47:48
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/02/2016 13:31;04/02/2016 13:51;00:19:28
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 11:37;04/02/2016 12:15;00:38:18
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 11:30;04/02/2016 11:31;00:00:57
SRVMV-SOCIAL001;IODAS-EVAPA;HU28897;04/02/2016 11:28;04/02/2016 11:59;00:31:01
SRVMV-COMMUN001;Application des applications;HU28897;04/02/2016 11:24;04/02/2016 11:24;00:00:20
SRVMV-SOCIAL001;IODAS-EVAPA;HU28897;04/02/2016 11:20;04/02/2016 11:21;00:01:29
SRVMV-COMMUN002;Mozilla Firefox;SE27651;04/02/2016 11:19;04/02/2016 12:03;00:43:30
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 11:17;04/02/2016 11:27;00:09:42
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 11:15;04/02/2016 11:27;00:12:20
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/02/2016 10:46;04/02/2016 10:46;00:00:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/02/2016 10:45;04/02/2016 11:04;00:19:35
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;04/02/2016 10:19;04/02/2016 10:21;00:01:56
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;04/02/2016 10:14;04/02/2016 10:14;00:00:15
SRVMV-SOCIAL001;IODAS-Prestataire;SE29902;04/02/2016 10:02;04/02/2016 10:02;00:00:04
SRVMV-SOCIAL001;IODAS-Usager;SE29902;04/02/2016 10:01;04/02/2016 10:02;00:00:15
SRVMV-SOCIAL001;IODAS-EVAPA;SEMV23631;04/02/2016 09:48;04/02/2016 09:49;00:01:03
SRVMV-COMMUN001;Mozilla Firefox;SE27651;04/02/2016 09:45;04/02/2016 10:06;00:20:17
SRVMV-SOCIAL001;IODAS-EVAPA;HTML5 Client;04/02/2016 09:44;04/02/2016 09:44;00:00:29
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;04/02/2016 09:31;04/02/2016 09:53;00:22:01
SRVMV-W8NEOT001;Business Objects 6.5;HTML5 Client;04/02/2016 09:03;04/02/2016 09:24;00:20:32
SRVMV-W8NEOT001;Business Objects Designer 6.5;HTML5 Client;04/02/2016 09:02;04/02/2016 09:20;00:18:00
SRVMV-COMMUN001;Mozilla Firefox;SE27651;04/02/2016 08:58;04/02/2016 09:38;00:39:50
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;04/02/2016 08:57;04/02/2016 09:29;00:32:21
SRVMV-SOCIAL001;IODAS-Usager;HU28897;03/02/2016 17:23;03/02/2016 17:23;00:00:11
SRVMV-COMMUN001;GED Alfresco;SE29570;03/02/2016 16:45;03/02/2016 16:46;00:00:20
SRVMV-COMMUN001;GED Alfresco;SE29570;03/02/2016 16:45;03/02/2016 16:45;00:00:19
SRVMV-COMMUN001;Internet Explorer;SE29570;03/02/2016 16:44;03/02/2016 16:44;00:00:19
SRVMV-PDEP001;Abyla PROD;SE29067;03/02/2016 16:31;03/02/2016 17:23;00:51:55
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;03/02/2016 16:15;03/02/2016 16:17;00:02:15
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;03/02/2016 16:13;03/02/2016 16:17;00:04:08
SRVMV-COMMUN001;Notepad++;HU28897;03/02/2016 16:11;03/02/2016 16:11;00:00:05
SRVMV-COMMUN001;Notepad++;HU28897;03/02/2016 16:11;03/02/2016 16:11;00:00:06
SRVMV-COMMUN002;Mozilla Firefox;SE27651;03/02/2016 15:47;03/02/2016 16:05;00:18:08
SRVMV-SOCIAL001;IODAS-Usager;XP18623;03/02/2016 14:50;03/02/2016 15:45;00:55:22
SRVMV-SOCIAL001;IODAS-Usager;XP18623;03/02/2016 14:49;03/02/2016 14:50;00:00:43
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/02/2016 14:37;03/02/2016 16:18;01:41:43
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/02/2016 14:16;03/02/2016 14:37;00:20:32
SRVMV-COMMUN001;Mozilla Firefox;SE27651;03/02/2016 14:08;03/02/2016 14:23;00:14:16
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/02/2016 14:07;03/02/2016 14:37;00:29:17
SRVMV-COMMUN001;Microsoft Access 2013;SE29570;03/02/2016 11:50;03/02/2016 11:51;00:00:22
SRVMV-PDEP001;Abyla PROD;SE29067;03/02/2016 11:45;03/02/2016 11:45;00:00:10
SRVMV-COMMUN002;Mozilla Firefox;SE27651;03/02/2016 11:41;03/02/2016 12:30;00:49:30
SRVMV-PDEP001;Abyla PROD;SE29067;03/02/2016 11:19;03/02/2016 12:39;01:19:20
SRVMV-COMMUN002;Mozilla Firefox;SE27651;03/02/2016 11:17;03/02/2016 11:36;00:18:50
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;03/02/2016 10:55;03/02/2016 11:40;00:45:10
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;03/02/2016 10:52;03/02/2016 11:40;00:48:19
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/02/2016 10:45;03/02/2016 12:34;01:48:30
SRVMV-PDEP001;Abyla PROD;XP18718;03/02/2016 10:16;03/02/2016 10:35;00:18:48
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;03/02/2016 10:08;03/02/2016 10:52;00:43:32
SRVMV-COMMUN001;Mozilla Firefox;SE27651;03/02/2016 09:57;03/02/2016 11:09;01:12:12
SRVMV-PDEP001;Abyla PROD;HU29956;03/02/2016 09:47;03/02/2016 10:01;00:13:27
SRVMV-COMMUN001;Internet Explorer;SE29570;03/02/2016 09:46;03/02/2016 09:47;00:00:20
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;03/02/2016 09:46;03/02/2016 09:56;00:09:49
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;03/02/2016 09:46;03/02/2016 09:46;00:00:02
SRVMV-SOCIAL001;IODAS-Usager;SE27651;03/02/2016 09:45;03/02/2016 09:56;00:10:21
SRVMV-COMMUN002;WebMail Lotus;XP18623;03/02/2016 09:39;03/02/2016 09:40;00:01:22
SRVMV-COMMUN001;Mozilla Firefox;SE27651;03/02/2016 09:32;03/02/2016 09:53;00:20:29
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;03/02/2016 09:32;03/02/2016 10:45;01:13:18
SRVMV-SOCIAL001;IODAS-Usager;XP18625;03/02/2016 09:29;03/02/2016 10:12;00:42:42
SRVMV-PDEP001;Abyla PROD;HU29956;03/02/2016 09:27;03/02/2016 09:34;00:07:29
SRVMV-COMMUN002;Internet Explorer;SE29570;03/02/2016 09:16;03/02/2016 09:16;00:00:19
SRVMV-COMMUN002;GED Alfresco;SE29570;03/02/2016 09:13;03/02/2016 09:14;00:00:21
SRVMV-COMMUN001;Microsoft Word 2007;HU29938;03/02/2016 08:57;03/02/2016 08:57;00:00:18
SRVMV-PDEP001;Abyla VA;HU29236;03/02/2016 07:36;03/02/2016 07:37;00:00:40
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 17:25;02/02/2016 17:38;00:13:22
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 17:19;02/02/2016 17:38;00:19:18
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;02/02/2016 17:00;02/02/2016 17:18;00:18:12
SRVMV-COMMUN002;Mozilla Firefox;SE27651;02/02/2016 17:00;02/02/2016 17:41;00:40:35
SRVMV-SOCIAL001;IODAS-Usager;XP18625;02/02/2016 15:50;02/02/2016 16:16;00:26:10
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 15:30;02/02/2016 15:55;00:25:03
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 15:30;02/02/2016 15:55;00:25:22
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 15:30;02/02/2016 15:30;00:00:06
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 15:30;02/02/2016 15:30;00:00:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;02/02/2016 15:17;02/02/2016 16:57;01:40:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;02/02/2016 15:16;02/02/2016 15:17;00:00:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;02/02/2016 15:16;02/02/2016 15:16;00:00:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;02/02/2016 15:16;02/02/2016 15:16;00:00:09
SRVMV-COMMUN002;Mozilla Firefox;SE27651;02/02/2016 15:06;02/02/2016 16:20;01:14:18
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;02/02/2016 15:02;02/02/2016 15:17;00:14:54
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 14:53;02/02/2016 15:11;00:17:57
SRVMV-SOCIAL001;IODAS-Usager;XP18625;02/02/2016 14:21;02/02/2016 15:48;01:26:37
SRVMV-COMMUN002;PEPS33;SE27651;02/02/2016 14:09;02/02/2016 14:44;00:35:47
SRVMV-COMMUN002;Mozilla Firefox;SE27651;02/02/2016 13:51;02/02/2016 13:52;00:01:28
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 13:39;02/02/2016 13:41;00:02:30
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 13:38;02/02/2016 13:42;00:04:30
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 13:29;02/02/2016 13:30;00:00:49
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 13:28;02/02/2016 13:29;00:01:25
SRVMV-SOCIAL001;IODAS-Usager;SE27651;02/02/2016 12:59;02/02/2016 13:28;00:28:53
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 12:58;02/02/2016 13:28;00:29:48
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 12:50;02/02/2016 12:53;00:03:08
SRVMV-COMMUN002;Mozilla Firefox;SE27651;02/02/2016 12:49;02/02/2016 12:55;00:05:40
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 12:41;02/02/2016 12:47;00:06:04
SRVMV-COMMUN002;Mozilla Firefox;SE27651;02/02/2016 11:10;02/02/2016 11:27;00:17:02
SRVMV-SOCIAL001;IODAS-Usager;XP24065;02/02/2016 11:05;02/02/2016 11:05;00:00:10
SRVMV-PDEP001;Abyla VA;SE29067;02/02/2016 10:43;02/02/2016 11:20;00:36:17
SRVMV-PDEP001;Abyla PROD;SE29067;02/02/2016 10:43;02/02/2016 10:43;00:00:50
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;02/02/2016 10:39;02/02/2016 11:27;00:47:25
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;02/02/2016 10:34;02/02/2016 11:48;01:14:21
SRVMV-SOCIAL001;IODAS-Usager;XP24065;02/02/2016 10:25;02/02/2016 11:15;00:49:50
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;02/02/2016 10:22;02/02/2016 11:27;01:05:17
SRVMV-COMMUN001;Mozilla Firefox;SE27651;02/02/2016 10:19;02/02/2016 10:56;00:37:05
SRVMV-SOCIAL001;IODAS-Environnement;XP24065;02/02/2016 10:13;02/02/2016 11:15;01:02:31
SRVMV-SOCIAL001;IODAS-Usager;XP18625;02/02/2016 10:12;02/02/2016 11:48;01:36:16
SRVMV-PDEP001;Abyla PROD;SE29067;02/02/2016 09:59;02/02/2016 10:31;00:31:34
SRVMV-COMMUN001;Mozilla Firefox;SE27651;02/02/2016 09:50;02/02/2016 10:08;00:17:31
SRVMV-COMMUN002;WebMail Lotus;XP24065;02/02/2016 09:48;02/02/2016 09:49;00:00:48
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;02/02/2016 09:19;02/02/2016 09:55;00:35:51
SRVMV-PDEP001;Abyla PROD;SE29067;02/02/2016 09:08;02/02/2016 09:27;00:18:59
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;02/02/2016 08:56;02/02/2016 09:17;00:20:18
SRVMV-PDEP001;Abyla PROD;SE29067;02/02/2016 08:27;02/02/2016 09:03;00:36:12
SRVMV-SOCIAL001;IODAS-Usager;XP18625;02/02/2016 08:17;02/02/2016 08:35;00:17:42
SRVMV-SOCIAL001;IODAS-Usager;SE27651;01/02/2016 16:15;01/02/2016 16:16;00:01:18
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;01/02/2016 16:12;01/02/2016 16:14;00:02:06
SRVMV-COMMUN001;Mozilla Firefox;SE27651;01/02/2016 15:46;01/02/2016 16:42;00:56:09
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;01/02/2016 15:40;01/02/2016 16:12;00:31:54
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;01/02/2016 15:26;01/02/2016 15:43;00:17:15
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 15:21;01/02/2016 15:30;00:09:34
SRVMV-COMMUN001;Mozilla Firefox;SE27651;01/02/2016 15:09;01/02/2016 15:38;00:29:18
SRVMV-COMMUN001;Mozilla Firefox;SE27651;01/02/2016 15:03;01/02/2016 15:04;00:00:58
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 15:00;01/02/2016 15:20;00:20:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 14:59;01/02/2016 14:59;00:00:23
SRVMV-COMMUN002;Mozilla Firefox;SE27651;01/02/2016 14:53;01/02/2016 15:04;00:11:21
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 14:45;01/02/2016 14:45;00:00:22
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;01/02/2016 14:44;01/02/2016 15:38;00:53:53
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 14:44;01/02/2016 14:45;00:00:33
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 14:43;01/02/2016 14:44;00:00:32
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;01/02/2016 14:38;01/02/2016 15:25;00:46:59
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;01/02/2016 14:24;01/02/2016 14:29;00:04:42
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;01/02/2016 14:04;01/02/2016 14:26;00:21:34
SRVMV-COMMUN002;Mozilla Firefox;SE27651;01/02/2016 13:42;01/02/2016 14:21;00:39:30
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;01/02/2016 13:40;01/02/2016 13:58;00:18:17
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;01/02/2016 13:40;01/02/2016 13:40;00:00:05
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;01/02/2016 13:36;01/02/2016 15:07;01:30:12
SRVMV-SOCIAL001;IODAS-Usager;XP18623;01/02/2016 13:34;01/02/2016 14:28;00:53:57
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 13:20;01/02/2016 14:57;01:36:56
SRVMV-COMMUN002;Mozilla Firefox;SE27651;01/02/2016 12:47;01/02/2016 13:12;00:24:53
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 10:59;01/02/2016 12:39;01:39:18
SRVMV-PDEP001;Abyla PROD;SE29067;01/02/2016 10:33;01/02/2016 10:51;00:17:27
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 10:23;01/02/2016 10:43;00:20:09
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 10:05;01/02/2016 10:43;00:38:12
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 09:09;01/02/2016 09:59;00:50:59
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 08:56;01/02/2016 08:56;00:00:32
SRVMV-SOCIAL001;IODAS-Usager;XP18625;01/02/2016 08:55;01/02/2016 08:56;00:01:12
SRVMV-PDEP001;ArcMap 10.2.1;XP23476;01/02/2016 08:44;01/02/2016 09:02;00:17:27
SRVMV-SOCIAL001;IODAS-Prestataire;XP18623;29/01/2016 14:10;29/01/2016 14:35;00:25:29
SRVMV-SOCIAL001;IODAS-Usager;XP18623;29/01/2016 13:59;29/01/2016 14:34;00:34:57
SRVMV-SOCIAL001;IODAS-Usager;XP18623;29/01/2016 10:59;29/01/2016 11:03;00:03:38
SRVMV-SOCIAL001;IODAS-Usager;XP18623;29/01/2016 09:31;29/01/2016 10:05;00:33:23
SRVMV-PDEP001;ArcMap 10.2.1;XP23476;29/01/2016 09:21;29/01/2016 09:38;00:17:16
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;28/01/2016 16:51;28/01/2016 16:57;00:06:31
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 16:48;28/01/2016 17:12;00:23:54
SRVMV-COMMUN001;WebMail Lotus;XP24065;28/01/2016 16:36;28/01/2016 16:38;00:01:55
SRVMV-COMMUN001;WebMail Lotus;XP24065;28/01/2016 16:34;28/01/2016 16:35;00:00:07
SRVMV-PDEP001;Abyla VA;HU29781;28/01/2016 16:24;28/01/2016 16:31;00:07:07
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 16:21;28/01/2016 16:45;00:23:58
SRVMV-COMMUN001;WebMail Lotus;XP24065;28/01/2016 16:15;28/01/2016 16:36;00:20:40
SRVMV-COMMUN001;Mozilla Firefox;SE27651;28/01/2016 16:09;28/01/2016 16:17;00:07:25
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;28/01/2016 16:06;28/01/2016 16:29;00:23:09
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;28/01/2016 16:00;28/01/2016 16:45;00:44:50
SRVMV-COMMUN001;WebMail Lotus;SE29922;28/01/2016 15:53;28/01/2016 15:56;00:02:36
SRVMV-COMMUN001;Microsoft Access 2013;SE29922;28/01/2016 15:53;28/01/2016 15:53;00:00:05
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 15:40;28/01/2016 16:21;00:40:59
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;28/01/2016 15:27;28/01/2016 16:32;01:04:52
SRVMV-COMMUN001;WebMail Lotus;XP24065;28/01/2016 15:27;28/01/2016 15:47;00:20:03
SRVMV-COMMUN001;Mozilla Firefox;SE27651;28/01/2016 15:24;28/01/2016 15:45;00:21:38
SRVMV-COMMUN001;Mozilla Firefox;SE27651;28/01/2016 15:00;28/01/2016 15:18;00:17:56
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;28/01/2016 14:50;28/01/2016 15:09;00:18:48
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;28/01/2016 14:10;28/01/2016 14:34;00:23:43
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 14:10;28/01/2016 14:34;00:24:07
SRVMV-SOCIAL001;IODAS-Usager;SE29078;28/01/2016 14:03;28/01/2016 14:06;00:02:53
SRVMV-COMMUN001;WebMail Lotus;SE29078;28/01/2016 14:01;28/01/2016 14:03;00:02:24
SRVMV-COMMUN001;WebMail Lotus;XP24065;28/01/2016 13:51;28/01/2016 13:58;00:07:40
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 13:50;28/01/2016 13:50;00:00:10
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;28/01/2016 12:41;28/01/2016 14:55;02:13:53
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;28/01/2016 10:57;28/01/2016 11:29;00:32:06
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 10:46;28/01/2016 11:30;00:44:16
SRVMV-COMMUN001;Mozilla Firefox;SE27651;28/01/2016 10:45;28/01/2016 11:53;01:07:45
SRVMV-COMMUN001;IMDSI;SE27651;28/01/2016 10:33;28/01/2016 10:43;00:10:11
SRVMV-COMMUN001;IMDSI;SE27651;28/01/2016 10:33;28/01/2016 10:33;00:00:10
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;28/01/2016 10:26;28/01/2016 10:47;00:20:45
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;28/01/2016 10:23;28/01/2016 10:26;00:03:03
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 10:18;28/01/2016 10:18;00:00:03
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 10:18;28/01/2016 10:46;00:27:17
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 10:17;28/01/2016 10:18;00:00:48
SRVMV-COMMUN001;Mozilla Firefox;SE27651;28/01/2016 10:09;28/01/2016 10:33;00:24:02
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;28/01/2016 10:02;28/01/2016 10:47;00:44:17
SRVMV-COMMUN002;WebMail Lotus;XP24065;28/01/2016 10:02;28/01/2016 10:09;00:06:55
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 09:03;28/01/2016 09:59;00:56:24
SRVMV-PDEP001;Abyla PROD;HU29956;28/01/2016 08:54;28/01/2016 09:10;00:15:45
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;28/01/2016 08:45;28/01/2016 09:41;00:56:39
SRVMV-SOCIAL001;IODAS-Usager;XP18625;28/01/2016 08:40;28/01/2016 09:01;00:20:42
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 16:35;27/01/2016 17:26;00:51:16
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 16:35;27/01/2016 17:26;00:51:23
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 16:34;27/01/2016 16:34;00:00:05
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 16:25;27/01/2016 16:25;00:00:31
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 16:14;27/01/2016 16:25;00:10:43
SRVMV-COMMUN001;Mozilla Firefox;SE27651;27/01/2016 16:04;27/01/2016 16:50;00:46:03
SRVMV-COMMUN001;Freemind;HTML5 Client;27/01/2016 15:55;27/01/2016 16:06;00:10:36
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 15:48;27/01/2016 15:55;00:06:15
SRVMV-LSCE001;LibreOffice Calc;WY23130;27/01/2016 15:46;27/01/2016 15:50;00:04:07
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 15:44;27/01/2016 15:44;00:00:04
SRVMV-SOCIAL001;IODAS-Usager;SE27651;27/01/2016 15:44;27/01/2016 16:04;00:19:56
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;27/01/2016 15:42;27/01/2016 16:30;00:48:03
SRVMV-LSCE001;Gironde Archive En Ligne;WY23130;27/01/2016 15:29;27/01/2016 15:37;00:08:16
SRVMV-LSCE001;Gironde Archive En Ligne;WY23130;27/01/2016 15:28;27/01/2016 15:29;00:00:52
SRVMV-COMMUN001;Mozilla Firefox;SE27651;27/01/2016 15:18;27/01/2016 15:43;00:24:42
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;27/01/2016 15:04;27/01/2016 15:56;00:51:56
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 15:01;27/01/2016 15:17;00:15:47
SRVMV-LSCE001;Gironde Archive En Ligne;WY23130;27/01/2016 14:59;27/01/2016 15:27;00:28:31
SRVMV-SOCIAL001;IODAS-Usager;SE27651;27/01/2016 14:57;27/01/2016 15:17;00:19:42
SRVMV-SOCIAL001;IODAS-Usager;SE27651;27/01/2016 14:56;27/01/2016 14:57;00:00:25
SRVMV-PDEP001;Abyla PROD;XP18718;27/01/2016 14:56;27/01/2016 15:11;00:14:38
SRVMV-PDEP001;Abyla VA;HU29956;27/01/2016 14:54;27/01/2016 15:00;00:05:56
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;27/01/2016 14:54;27/01/2016 15:16;00:22:30
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;27/01/2016 14:53;27/01/2016 15:03;00:09:31
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:53;27/01/2016 14:54;00:00:51
SRVMV-PDEP001;Abyla VA;HU29781;27/01/2016 14:49;27/01/2016 15:08;00:19:32
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 14:43;27/01/2016 14:45;00:02:08
SRVMV-SOCIAL001;IODAS-Usager;SE27651;27/01/2016 14:41;27/01/2016 14:43;00:01:52
SRVMV-SOCIAL001;IODAS-Usager;SE27651;27/01/2016 14:41;27/01/2016 14:41;00:00:14
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 14:40;27/01/2016 14:43;00:03:33
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:37;27/01/2016 14:37;00:00:25
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:33;27/01/2016 14:34;00:01:43
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 14:29;27/01/2016 16:08;01:39:04
SRVMV-COMMUN001;Mozilla Firefox;SE27651;27/01/2016 14:27;27/01/2016 14:52;00:24:44
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:25;27/01/2016 14:29;00:04:01
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:25;27/01/2016 14:25;00:00:17
SRVMV-PDEP001;Abyla PROD;HU29956;27/01/2016 14:18;27/01/2016 14:21;00:02:21
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;27/01/2016 14:15;27/01/2016 15:35;01:19:38
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;27/01/2016 14:15;27/01/2016 14:16;00:00:27
SRVMV-PDEP001;Abyla VA;HU29781;27/01/2016 14:12;27/01/2016 14:47;00:34:21
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;27/01/2016 13:54;27/01/2016 14:12;00:18:04
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;27/01/2016 13:50;27/01/2016 13:50;00:00:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;27/01/2016 13:36;27/01/2016 14:32;00:56:20
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;27/01/2016 13:12;27/01/2016 14:10;00:57:47
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;27/01/2016 13:11;27/01/2016 13:12;00:00:51
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;27/01/2016 13:04;27/01/2016 13:10;00:05:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;27/01/2016 12:42;27/01/2016 13:04;00:21:51
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;27/01/2016 12:11;27/01/2016 12:42;00:31:02
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;27/01/2016 11:03;27/01/2016 11:52;00:48:41
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;27/01/2016 11:02;27/01/2016 11:58;00:56:23
SRVMV-COMMUN001;Mozilla Firefox;SE27651;27/01/2016 10:57;27/01/2016 11:53;00:56:41
SRVMV-PDEP001;Abyla PROD;SE29067;27/01/2016 10:56;27/01/2016 11:23;00:26:21
SRVMV-PDEP001;Abyla PROD;SE27384;27/01/2016 10:33;27/01/2016 11:00;00:26:34
SRVMV-COMMUN001;Mozilla Firefox;SE27651;27/01/2016 10:28;27/01/2016 10:53;00:24:21
SRVMV-SOCIAL001;IODAS-Usager;XP18625;27/01/2016 10:25;27/01/2016 11:18;00:52:40
